"theme","type","type-acronyme","organisme","organisme-acronyme","url","email","telephone"
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Coutances",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Digne-les-Bains",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Dijon",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Douai",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Draguignan",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Dunkerque",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt d'Epinal",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt d'Evreux",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Fleury-Mérogis",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Foix",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Fontenay-le-Comte",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Gap",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Grasse",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Guéret",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de La Roche-sur-Yon",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Laval",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Limoges",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Lons-le-Saunier",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Lyon-Corbas",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt du Mans-Les-Croisettes",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Mata-Utu",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Mende",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Montauban",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Montbéliard",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Montluçon",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Mulhouse",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Nevers",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Nice",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Nîmes",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Niort",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt d'Osny-Pontoise",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Pau",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Périgueux",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Privas",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt du Puy-en-Velay",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Reims",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Rochefort",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arret de Rodez",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Rouen",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Saint-Brieuc",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Saintes",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Saint-Malo",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Saint-Pierre-de-la-Réunion",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Sarreguemines",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Strasbourg",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Tarbes",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Tours",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Troyes",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Tulle",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Valenciennes",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Vannes",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Versailles",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Vesoul",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Villepinte-Seine-Saint-Denis",,,,
"Droit, justice","Établissement pénitentiaire spécialisé pour mineurs",,"Etablissement Pénitentiaire spécialisé pour Mineurs de Lavaur",,,,
"Droit, justice","Établissement pénitentiaire spécialisé pour mineurs",,"Etablissement Pénitentiaire spécialisé pour Mineurs de Marseille",,,,
"Droit, justice","Établissement pénitentiaire spécialisé pour mineurs",,"Etablissement Pénitentiaire spécialisé pour Mineurs d'Orvault",,,,
"Droit, justice","Établissement pénitentiaire spécialisé pour mineurs",,"Etablissement Pénitentiaire spécialisé pour Mineurs de Porcheville",,,,
"Droit, justice","Établissement pénitentiaire spécialisé pour mineurs",,"Etablissement Pénitentiaire spécialisé pour Mineurs de Quiévrechain",,,,
"Droit, justice","Établissement pénitentiaire spécialisé pour mineurs",,"Etablissement Pénitentiaire spécialisé pour Mineurs du Rhône",,,,
"Droit, justice","Maison de justice et du droit",,"La Maison de la justice et du droit du Val-de-Fensch",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit des Abymes",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit d'Agde",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  d'Aix-en-Provence",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  d'Aix-les-Bains",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  d'Allonnes",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit d'Amiens",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  d'Angers - Loire Métropole",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  d'Angoulême",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  d'Annemasse",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  d'Argenteuil",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit d'Arles",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  d'Athis-Mons",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  d'Aubagne",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  d'Aubervilliers",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  d'Aulnoye-Aymeries",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit à Vauvert",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  d'Avignon",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Bagnols-sur-Cèze",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Bergerac",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Blagis- Bagneux",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  du Blanc-Mesnil",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Blois",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Bordeaux-Nord",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Bourg en Bresse",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit de Briançon",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Brive-la-Gaillarde",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Bron",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Calais",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Canteleu",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Cergy-Pontoise",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Chalon-sur-Saône",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Chambéry",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Champigny-sur-Marne",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Charleville-Mézières",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit de Chateaubriant",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Châtenay-Malabry",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Chelles",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Chenôve",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit de Clermont Ferrand",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Clichy sous bois",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Colmar et du Centre Alsace",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Creil",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Denain",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Dreux",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Dunkerque",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  d'Elbeuf",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  d'Epinay",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  d'Ermont",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit d'Etampes",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  d'Evreux",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Faulquemont",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Fécamp",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Forbach",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Fort-de-France",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Garges-les-Gonesse",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Gennevilliers",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Givors",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Grenoble",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  des Hauts de Garonne",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  du Havre",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  d'Hérouville-St-Clair",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de Joué les Tours",,,,
"Droit, justice","Maison de justice et du droit",,"Maison de justice et du droit  de La Courneuve",,,,
